sample_id,status,history,original_query,rewritten_query,groundtruth,Latency,RougeL,Bleu,LLMJ
120,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying. | Is tofu a kind of cheese? | It makes perfect sense why tofu is often called bean curd since it's made by curdling soy milk (from soybeans) and then pressing the resulting curds into soft, white blocks. The process of making tofu is relatively similar to the way that cheese is made from milk.",Can I eat it raw?,Can I eat tofu raw?,Can I eat tofu raw?,53.5453,1.0000,1.0000,1.00
121,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying. | Is tofu a kind of cheese? | It makes perfect sense why tofu is often called bean curd since it's made by curdling soy milk (from soybeans) and then pressing the resulting curds into soft, white blocks. The process of making tofu is relatively similar to the way that cheese is made from milk. | Can I eat tofu raw? | Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu.",What are common ways to cook it?,What are common ways to cook tofu?,What are common ways to cook tofu?,68.2959,1.0000,1.0000,1.00
122,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying. | Is tofu a kind of cheese? | It makes perfect sense why tofu is often called bean curd since it's made by curdling soy milk (from soybeans) and then pressing the resulting curds into soft, white blocks. The process of making tofu is relatively similar to the way that cheese is made from milk. | Can I eat tofu raw? | Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu. | What are common ways to cook tofu? | The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it",In what cuisines is it popular?,In what cuisines is tofu popular?,In what cuisines is tofu popular?,68.1379,1.0000,1.0000,1.00
123,KEPT_ORIGINAL,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying. | Is tofu a kind of cheese? | It makes perfect sense why tofu is often called bean curd since it's made by curdling soy milk (from soybeans) and then pressing the resulting curds into soft, white blocks. The process of making tofu is relatively similar to the way that cheese is made from milk. | Can I eat tofu raw? | Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu. | What are common ways to cook tofu? | The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it | In what cuisines is tofu popular? | Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty",Is tofu good for you?,Is tofu good for you?,Is tofu good for you?,53.5153,1.0000,1.0000,1.00
124,REWRITTEN,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying. | Is tofu a kind of cheese? | It makes perfect sense why tofu is often called bean curd since it's made by curdling soy milk (from soybeans) and then pressing the resulting curds into soft, white blocks. The process of making tofu is relatively similar to the way that cheese is made from milk. | Can I eat tofu raw? | Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu. | What are common ways to cook tofu? | The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it | In what cuisines is tofu popular? | Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty | Is tofu good for you? | Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous.",Can it make you sick?,Can eating tofu make you sick?,Can tofu make you sick?,60.8657,0.9091,0.6435,1.00
125,KEPT_ORIGINAL,"What is tofu exactly? | Made from soybeans, tofu is also known as bean curd. | How is tofu made? | Tofu is made from soybeans that are ground in water, heated, and coagulated with minerals like calcium or magnesium salt. The curds are then pressed into a block, which is then sold as tofu. | What are tofus origins? | Like many soya foods, tofu originated in China. Legend has it that it was discovered about 2000 years ago by a Chinese cook who accidentally curdled soy milk when he added nigari seaweed. | What is the best tofu? | Silken: Good for making smoothies, sauces and salad dressings, and as an egg substitute in baking. Soft: Good for soups and for battering and frying. | Is tofu a kind of cheese? | It makes perfect sense why tofu is often called bean curd since it's made by curdling soy milk (from soybeans) and then pressing the resulting curds into soft, white blocks. The process of making tofu is relatively similar to the way that cheese is made from milk. | Can I eat tofu raw? | Raw tofu can be eaten right off the packaging. Regardless of the type of tofu, you can just eat the tofu. | What are common ways to cook tofu? | The most common methods for cooking extra-firm and firm tofu are pan-frying, stir-frying, baking, grilling, and scrambling it | In what cuisines is tofu popular? | Tofu is an extremely popular food throughout almost the all of Asia. Tofu was first used in China over 2000 years ago and experts believe that it's production began sometime during the Han dynasty | Is tofu good for you? | Tofu is a good source of protein and contains all nine essential amino acids. It is also a valuable plant source of iron and calcium and the minerals manganese, selenium and phosphorous. | Can tofu make you sick? | A refrigerated tofu is usually stored with water and when it is left in the refrigerator for too long, it will be at risk of microbial degradation. Because of this, a person who has consumed expired tofu may exhibit digestive issues as well as other symptoms that are similar to that of food poisoning.",Is too much tofu bad for you?,Is too much tofu bad for you?,Is too much tofu bad for you?,68.7626,1.0000,1.0000,1.00
126,KEPT_ORIGINAL,,What are scalable data center network architectures?,What are scalable data center network architectures?,What are scalable data center network architectures?,68.5186,1.0000,1.0000,1.00
127,REWRITTEN,What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing.,What are some examples?,What are some examples of scalable data center network architectures?,What are some examples of scalable data center network architectures?,89.1547,1.0000,1.0000,1.00
128,KEPT_ORIGINAL,What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell,Describe the characteristics of FAT tree topology.,Describe the characteristics of FAT tree topology.,Describe the characteristics of FAT tree topology.,68.0350,1.0000,1.0000,1.00
129,REWRITTEN,"What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell | Describe the characteristics of FAT tree topology. | In a fat tree, branches nearer the top of the hierarchy are fatter (thicker) than branches further down the hierarchy. In a telecommunications network, the branches are data links; the varied thickness (bandwidth) of the data links allows for more efficient and technology-specific use.",What routes can be taken by an upstream packet?,What routes can be taken by an upstream packet in a fat tree topology?,What routes can be taken by an upstream packet?,119.1489,0.7826,0.5659,0.80
130,REWRITTEN,"What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell | Describe the characteristics of FAT tree topology. | In a fat tree, branches nearer the top of the hierarchy are fatter (thicker) than branches further down the hierarchy. In a telecommunications network, the branches are data links; the varied thickness (bandwidth) of the data links allows for more efficient and technology-specific use. | What routes can be taken by an upstream packet? | The router is upstream of the computer, connecting the computer to the whole internet. ... Each router does not need to know the whole route to the destination;","Describe core, aggregator and edge switches.","Describe the functions and characteristics of core, aggregator, and edge switches in a data center network.","Describe core, aggregator and edge switches.",148.3948,0.5455,0.0000,0.90
131,REWRITTEN,"What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell | Describe the characteristics of FAT tree topology. | In a fat tree, branches nearer the top of the hierarchy are fatter (thicker) than branches further down the hierarchy. In a telecommunications network, the branches are data links; the varied thickness (bandwidth) of the data links allows for more efficient and technology-specific use. | What routes can be taken by an upstream packet? | The router is upstream of the computer, connecting the computer to the whole internet. ... Each router does not need to know the whole route to the destination; | Describe core, aggregator and edge switches. | In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches.",Are flows bidirectional?,Are data flows bidirectional in a data center network?,Are flows bidirectional?,89.9508,0.5000,0.0000,0.90
132,REWRITTEN,"What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell | Describe the characteristics of FAT tree topology. | In a fat tree, branches nearer the top of the hierarchy are fatter (thicker) than branches further down the hierarchy. In a telecommunications network, the branches are data links; the varied thickness (bandwidth) of the data links allows for more efficient and technology-specific use. | What routes can be taken by an upstream packet? | The router is upstream of the computer, connecting the computer to the whole internet. ... Each router does not need to know the whole route to the destination; | Describe core, aggregator and edge switches. | In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches. | Are flows bidirectional?",How many forwarding rules are there in each layer of the tree?,How many forwarding rules are there in each layer of a fat tree topology?,How many forwarding rules are there in each layer of the FAT tree topology?,119.1859,0.9286,0.7242,0.90
133,KEPT_ORIGINAL,"What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell | Describe the characteristics of FAT tree topology. | In a fat tree, branches nearer the top of the hierarchy are fatter (thicker) than branches further down the hierarchy. In a telecommunications network, the branches are data links; the varied thickness (bandwidth) of the data links allows for more efficient and technology-specific use. | What routes can be taken by an upstream packet? | The router is upstream of the computer, connecting the computer to the whole internet. ... Each router does not need to know the whole route to the destination; | Describe core, aggregator and edge switches. | In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches. | Are flows bidirectional? | How many forwarding rules are there in each layer of the FAT tree topology?",Describe the jellyfish architecture.,Describe the jellyfish architecture.,Describe the jellyfish architecture.,53.4711,1.0000,1.0000,1.00
134,KEPT_ORIGINAL,"What are scalable data center network architectures? | DCNs need to be scalable and efficient to connect tens or even hundreds of thousands of servers to handle the growing demands of Cloud computing. | What are some examples of scalable data center network architectures? | 1 Three-tier DCN 2 Fat tree DCN 3 DCell | Describe the characteristics of FAT tree topology. | In a fat tree, branches nearer the top of the hierarchy are fatter (thicker) than branches further down the hierarchy. In a telecommunications network, the branches are data links; the varied thickness (bandwidth) of the data links allows for more efficient and technology-specific use. | What routes can be taken by an upstream packet? | The router is upstream of the computer, connecting the computer to the whole internet. ... Each router does not need to know the whole route to the destination; | Describe core, aggregator and edge switches. | In small networks of a few hundred users, edge switches can be connected redundantly directly to core switch/router devices. However, for larger networks, , an additional layer of switching, called the distribution layer, aggregates the edge switches. | Are flows bidirectional? | How many forwarding rules are there in each layer of the FAT tree topology? | Describe the jellyfish architecture. | We present Jellyfish, a high-capacity network interconnect which, by adopting a random graph topology, yields itself naturally to incremental expansion. Somewhat surprisingly, Jellyfish is more cost-efficient than a fat-tree, supporting as many as 25% more servers at full capacity using the same equipment at the scale of a few thousand nodes, and this advantage improves with scale.",Which architecture is more resilient to failure?,Which architecture is more resilient to failure?,Which architecture is more resilient to failure?,68.2101,1.0000,1.0000,1.00
135,KEPT_ORIGINAL,,Tell me about the International Linguistics Olympiad.,Tell me about the International Linguistics Olympiad.,Tell me about the International Linguistics Olympiad.,83.3529,1.0000,1.0000,1.00
136,REWRITTEN,"Tell me about the International Linguistics Olympiad. | The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics.",How do I prepare for it?,How do I prepare for the International Linguistics Olympiad?,How do I prepare for the International Linguistic Olympiad?,97.9491,0.8889,0.7071,1.00
137,REWRITTEN,"Tell me about the International Linguistics Olympiad. | The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics. | How do I prepare for the International Linguistic Olympiad? | Preparation for The International Linguistics Olympiad (and national olympiads before that) generally consists of two parts: problem solving - find all linguistic problems that you can find and try to solve them. theoretical knowledge - this is not a strict requirement, but it may help you a lot.",How tough is the exam?,How tough is the International Linguistics Olympiad exam?,How tough is the exam for the International Linguistic Olympiad?,90.8475,0.6667,0.3054,0.90
138,REWRITTEN,"Tell me about the International Linguistics Olympiad. | The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics. | How do I prepare for the International Linguistic Olympiad? | Preparation for The International Linguistics Olympiad (and national olympiads before that) generally consists of two parts: problem solving - find all linguistic problems that you can find and try to solve them. theoretical knowledge - this is not a strict requirement, but it may help you a lot. | How tough is the exam for the International Linguistic Olympiad? | The team contest has consisted of one extremely difficult and time-consuming problem since the 2nd IOL. Teams, which generally consist of four students, are given three to four hours to solve this problem.",What kind of problems can I expect?,What kind of problems can I expect on the International Linguistics Olympiad?,What kind of problems can I expect during the exam for the International Linguistic Olympiad?,120.1602,0.7407,0.4493,0.90
139,KEPT_ORIGINAL,"Tell me about the International Linguistics Olympiad. | The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics. | How do I prepare for the International Linguistic Olympiad? | Preparation for The International Linguistics Olympiad (and national olympiads before that) generally consists of two parts: problem solving - find all linguistic problems that you can find and try to solve them. theoretical knowledge - this is not a strict requirement, but it may help you a lot. | How tough is the exam for the International Linguistic Olympiad? | The team contest has consisted of one extremely difficult and time-consuming problem since the 2nd IOL. Teams, which generally consist of four students, are given three to four hours to solve this problem. | What kind of problems can I expect during the exam for the International Linguistic Olympiad? | The setup differs from most of the other Science Olympiads, in that the olympiad contains both individual and team contests. The individual contest consists of 5 problems, covering the main fields of theoretical, mathematical and applied linguistics – phonetics, morphology, semantics, syntax, sociolinguistics, etc. – which must be solved in six hours.",Tell me about the history of linguistics as a field.,Tell me about the history of linguistics as a field.,Tell me about the history of linguistics as a field.,97.9268,1.0000,1.0000,1.00
140,KEPT_ORIGINAL,"Tell me about the International Linguistics Olympiad. | The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics. | How do I prepare for the International Linguistic Olympiad? | Preparation for The International Linguistics Olympiad (and national olympiads before that) generally consists of two parts: problem solving - find all linguistic problems that you can find and try to solve them. theoretical knowledge - this is not a strict requirement, but it may help you a lot. | How tough is the exam for the International Linguistic Olympiad? | The team contest has consisted of one extremely difficult and time-consuming problem since the 2nd IOL. Teams, which generally consist of four students, are given three to four hours to solve this problem. | What kind of problems can I expect during the exam for the International Linguistic Olympiad? | The setup differs from most of the other Science Olympiads, in that the olympiad contains both individual and team contests. The individual contest consists of 5 problems, covering the main fields of theoretical, mathematical and applied linguistics – phonetics, morphology, semantics, syntax, sociolinguistics, etc. – which must be solved in six hours. | Tell me about the history of linguistics as a field. | The 1960s saw the rise of many new fields in linguistics, such as Noam Chomsky's generative grammar, William Labov's sociolinguistics,",Who was Panini and what were his contributions?,Who was Panini and what were his contributions?,Who was Panini and what were his contributions?,83.3354,1.0000,1.0000,1.00
141,KEPT_ORIGINAL,"Tell me about the International Linguistics Olympiad. | The International Linguistics Olympiad (IOL) is one of 12 International Science Olympiads for secondary school students that has been held annually since 2003. Each year, teams of young linguists from around the world gather and test their minds against the world's toughest puzzles in language and linguistics. | How do I prepare for the International Linguistic Olympiad? | Preparation for The International Linguistics Olympiad (and national olympiads before that) generally consists of two parts: problem solving - find all linguistic problems that you can find and try to solve them. theoretical knowledge - this is not a strict requirement, but it may help you a lot. | How tough is the exam for the International Linguistic Olympiad? | The team contest has consisted of one extremely difficult and time-consuming problem since the 2nd IOL. Teams, which generally consist of four students, are given three to four hours to solve this problem. | What kind of problems can I expect during the exam for the International Linguistic Olympiad? | The setup differs from most of the other Science Olympiads, in that the olympiad contains both individual and team contests. The individual contest consists of 5 problems, covering the main fields of theoretical, mathematical and applied linguistics – phonetics, morphology, semantics, syntax, sociolinguistics, etc. – which must be solved in six hours. | Tell me about the history of linguistics as a field. | The 1960s saw the rise of many new fields in linguistics, such as Noam Chomsky's generative grammar, William Labov's sociolinguistics, | Who was Panini and what were his contributions? | Panini was a Sanskrit grammarian who gave a comprehensive and scientific theory of phonetics, phonology, and morphology. Sanskrit was the classical literary language of the Indian Hindus and Panini is considered the founder of the language and literature.",What is the link between linguistics and computer science?,What is the link between linguistics and computer science?,What is the link between linguistics and computer science?,90.7289,1.0000,1.0000,1.00
142,KEPT_ORIGINAL,,What is a normal blood sugar level?,What is a normal blood sugar level?,What is a normal blood sugar level?,68.5374,1.0000,1.0000,1.00
143,REWRITTEN,What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating.,What does it mean if it's higher than this?,What does it mean if blood sugar levels are higher than normal?,What does it mean if blood sugar level is higher than normal?,105.4655,0.8333,0.6703,1.00
144,REWRITTEN,What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise.,What is a dangerous level?,What is a dangerous blood sugar level?,What is a dangerous level for blood sugar?,68.5820,0.8000,0.3899,1.00
145,REWRITTEN,What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise. | What is a dangerous level for blood sugar? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action.,How do you bring it down quickly?,How do you bring high blood sugar levels down quickly?,How do you bring blood sugar levels down quickly?,90.7945,0.9474,0.7017,0.90
146,REWRITTEN,What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise. | What is a dangerous level for blood sugar? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How do you bring blood sugar levels down quickly? | Pumpernickel has a low GI score and fewer carbs than other breads. ...Most fruits. ...Sweet potatoes and yams. ...Oatmeal and oat bran. ...Most nuts. ...Legumes. ...Garlic. ...Cold-water fish.,How fast can it rise?,How fast can blood sugar levels rise?,How fast can blood sugar levels rise?,68.7896,1.0000,1.0000,1.00
147,REWRITTEN,"What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise. | What is a dangerous level for blood sugar? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How do you bring blood sugar levels down quickly? | Pumpernickel has a low GI score and fewer carbs than other breads. ...Most fruits. ...Sweet potatoes and yams. ...Oatmeal and oat bran. ...Most nuts. ...Legumes. ...Garlic. ...Cold-water fish. | How fast can blood sugar levels rise? | Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour.",And what if it's lower than normal?,What does it mean if blood sugar level is lower than normal?,What if a blood sugar level is lower than normal?,105.6194,0.8182,0.5915,0.90
148,REWRITTEN,"What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise. | What is a dangerous level for blood sugar? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How do you bring blood sugar levels down quickly? | Pumpernickel has a low GI score and fewer carbs than other breads. ...Most fruits. ...Sweet potatoes and yams. ...Oatmeal and oat bran. ...Most nuts. ...Legumes. ...Garlic. ...Cold-water fish. | How fast can blood sugar levels rise? | Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour. | What if a blood sugar level is lower than normal? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action.",How does this make you feel?,How does low blood sugar make you feel?,How does this make you feel if a blood sugar level is lower than normal?,76.0293,0.4348,0.0000,0.90
149,REWRITTEN,"What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise. | What is a dangerous level for blood sugar? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How do you bring blood sugar levels down quickly? | Pumpernickel has a low GI score and fewer carbs than other breads. ...Most fruits. ...Sweet potatoes and yams. ...Oatmeal and oat bran. ...Most nuts. ...Legumes. ...Garlic. ...Cold-water fish. | How fast can blood sugar levels rise? | Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour. | What if a blood sugar level is lower than normal? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How does this make you feel if a blood sugar level is lower than normal? | If blood sugar levels become too low, signs and symptoms may include:An irregular heart rhythmFatiguePale skinShakinessAnxietySweatingHungerIrritabilityTingling sensation around the mouthCrying out during sleep",Do different activities lead to an imbalance?,Do different activities lead to low or high blood sugar levels?,Do different activities lead to an imbalance in blood sugar levels?,98.1744,0.7273,0.5311,0.90
150,REWRITTEN,"What is a normal blood sugar level? | What are normal blood sugar levels? Normal blood sugar levels are less than 100 mg/dL after not eating (fasting) for at least eight hours. And they're less than 140 mg/dL two hours after eating. | What does it mean if blood sugar level is higher than normal? | Hyperglycemia is a defining characteristic of diabetes—when the blood glucose level is too high because the body isn't properly using or doesn't make the hormone insulin. Eating too many processed foods may cause your blood sugar to rise. | What is a dangerous level for blood sugar? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How do you bring blood sugar levels down quickly? | Pumpernickel has a low GI score and fewer carbs than other breads. ...Most fruits. ...Sweet potatoes and yams. ...Oatmeal and oat bran. ...Most nuts. ...Legumes. ...Garlic. ...Cold-water fish. | How fast can blood sugar levels rise? | Usually, blood sugar starts to rise 10-15 minutes after a meal and reaches its peak after an hour. | What if a blood sugar level is lower than normal? | A blood sugar level below 70 mg/dL (3.9 mmol/L) is low and can harm you. A blood sugar level below 54 mg/dL (3.0 mmol/L) is a cause for immediate action. | How does this make you feel if a blood sugar level is lower than normal? | If blood sugar levels become too low, signs and symptoms may include:An irregular heart rhythmFatiguePale skinShakinessAnxietySweatingHungerIrritabilityTingling sensation around the mouthCrying out during sleep | Do different activities lead to an imbalance in blood sugar levels? | In fact, moderate to intense exercise may cause your blood glucose to drop for the next 24 hours following exercise. This post-exercise hypoglycemia is often referred to as the lag effect of exercise.",Is there a relation between age and sugar levels?,Is there a relation between age and blood sugar levels?,Is there a relation between age and sugar levels?,90.7463,0.9474,0.7017,1.00
151,KEPT_ORIGINAL,,What are the different forms of energy?,What are the different forms of energy?,What are the different forms of energy?,68.6018,1.0000,1.0000,1.00
152,REWRITTEN,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on.",How can it be stored?,How can energy be stored?,How can energy be stored?,53.9302,1.0000,1.0000,1.00
153,KEPT_ORIGINAL,"What are the different forms of energy? | Examples of these are: light energy, heat energy, mechanical energy, gravitational energy, electrical energy, sound energy, chemical energy, nuclear or atomic energy and so on. | How can energy be stored? | Batteries, gasoline, natural gas, food, water towers, a wound up alarm clock, a Thermos flask with hot water and even pooh are all stores of energy. They can be transferred into other kinds of energy.",What type of energy is used in motion?,What type of energy is used in motion?,What type of energy is used in motion?,75.9211,1.0000,1.0000,1.00
